df_AG,ssd_AG,msd_AG,df_AIWG,ssd_AIWG,msd_AIWG,df_TOTAL,ssd_TOTAL,msd_TOTAL,coef_n,sigmasq_a,sigmasq_b,phi_a
2,0.053226,0.026613,6,0.038971,0.006495,8,0.092197,0.011525,3.000000,0.006706,0.006495,0.507987
